patinho_feio_cpu_device prog_8bit
gauntlet_state main_map
gauntlet_state sound_map
wpc_s_state wpc_s_map
quantum_state main_map
zexall_state z80_mem
bartop52_state a5200_mem
esqasr_state asr_map
esqasr_state asrx_map
mpz80_state mpz80_mem
mpz80_state mpz80_io
galaxian_state galaxian_map_discrete
galaxian_state galaxian_map_base
galaxian_state galaxian_map
galaxian_state mooncrst_map_discrete
galaxian_state mooncrst_map_base
galaxian_state moonqsr_decrypted_opcodes_map
galaxian_state mooncrst_map
galaxian_state fantastc_map
galaxian_state timefgtr_map
galaxian_state zigzag_map
galaxian_state theend_map
galaxian_state explorer_map
galaxian_state scobra_map
galaxian_state anteateruk_map
galaxian_state spactrai_map
galaxian_state anteaterg_map
galaxian_state anteatergg_map
galaxian_state frogger_map
galaxian_state turtles_map
galaxian_state amigo2_map
galaxian_state turpins_map
galaxian_state sfx_map
galaxian_state monsterz_map
galaxian_state jumpbug_map
galaxian_state frogf_map
galaxian_state mshuttle_map
galaxian_state mshuttle_decrypted_opcodes_map
galaxian_state mshuttle_portmap
galaxian_state tenspot_select_map
galaxian_state froggeram_map
galaxian_state frogger_sound_map
galaxian_state frogger_sound_portmap
galaxian_state konami_sound_map
galaxian_state konami_sound_portmap
galaxian_state checkman_sound_map
galaxian_state checkman_sound_portmap
galaxian_state checkmaj_sound_map
galaxian_state takeoff_sound_map
galaxian_state takeoff_sound_portmap
galaxian_state kingball_sound_map
galaxian_state kingball_sound_portmap
galaxian_state sfx_sample_map
galaxian_state sfx_sample_portmap
galaxian_state turpins_sound_map
dms5000_state dms5000_mem
dms5000_state dms5000_io
triforce_state gc_map
m5_state m5_mem
m5_state m5_io
m5_state fd5_mem
m5_state fd5_io
brno_state m5_mem_brno
brno_state brno_io
thepit_state thepit_main_map
thepit_state desertdan_main_map
thepit_state intrepid_main_map
thepit_state audio_map
thepit_state audio_io_map
pooyan_state main_map
speglsht_state st0016_mem
speglsht_state st0016_io
speglsht_state speglsht_mem
popeye_state tnx1_map
popeye_state tpp2_map
popeye_state popeyebl_map
popeye_state popeye_io_map
unianapc_state unianapc_map
cvs_state cvs_main_cpu_map
cvs_state cvs_main_cpu_io_map
cvs_state cvs_main_cpu_data_map
cvs_state cvs_dac_cpu_map
cvs_state cvs_speech_cpu_map
esq1_state esq1_map
esq1_state sq80_map
wiping_state main_map
wiping_state sound_map
sc1_state sc1_mem
sc1_state sc1_io
segas16b_state system16b_map
segas16b_state decrypted_opcodes_map
segas16b_state system16c_map
segas16b_state system16b_bootleg_map
segas16b_state map_fpointbla
segas16b_state decrypted_opcodes_map_x
segas16b_state decrypted_opcodes_map_fpointbla
segas16b_state lockonph_map
segas16b_state fpointbl_map
segas16b_state fpointbl_sound_map
segas16b_state sound_map
segas16b_state sound_decrypted_opcodes_map
segas16b_state sound_portmap
segas16b_state lockonph_sound_map
segas16b_state lockonph_sound_iomap
segas16b_state mcu_io_map
isgsm_state isgsm_map
fcombat_state main_map
fcombat_state audio_map
rainbow_state rainbow8088_map
rainbow_state rainbow8088_io
rainbow_state rainbowz80_mem
rainbow_state rainbowz80_io
rainbow_state upd7220_map
enigma2_state engima2_main_cpu_map
enigma2_state engima2a_main_cpu_map
enigma2_state engima2a_main_cpu_io_map
enigma2_state engima2_audio_cpu_map
mfabfz_state mfabfz_mem
mfabfz_state mfabfz_io
mfabfz_state mfabfz85_io
z9001_state z9001_mem
z9001_state z9001_io
by6803_state by6803_map
by6803_state by6803_io
dooyong_z80_ym2203_state lastday_map
dooyong_z80_ym2203_state pollux_map
dooyong_z80_ym2203_state gulfstrm_map
dooyong_z80_state bluehawk_map
dooyong_z80_state flytiger_map
dooyong_z80_state primella_map
dooyong_68k_state rshark_map
dooyong_68k_state superx_map
dooyong_68k_state popbingo_map
dooyong_z80_ym2203_state lastday_sound_map
dooyong_z80_ym2203_state pollux_sound_map
dooyong_state bluehawk_sound_map
ccastles_state main_map
stuntair_state stuntair_map
stuntair_state stuntair_sound_map
stuntair_state stuntair_sound_portmap
subs_state main_map
xtom3d_state xtom3d_map
xtom3d_state xtom3d_io
genpc_state pc8_map
genpc_state pc8_io
svision_state svision_mem
svision_state tvlink_mem
sonson_state main_map
sonson_state sound_map
micral_state mem_map
micral_state mem_kbd
micral_state io_kbd
cybiko_state cybikov1_mem
cybiko_state cybikov2_mem
cybiko_state cybikoxt_mem
cybiko_state cybikov1_io
cybiko_state cybikov2_io
cybiko_state cybikoxt_io
trs80dt1_state prg_map
trs80dt1_state data_map
trs80dt1_state io_map
ksayakyu_state maincpu_map
ksayakyu_state soundcpu_map
arachnid_state arachnid_map
nova2001_state nova2001_map
nova2001_state ninjakun_cpu1_map
nova2001_state ninjakun_cpu2_map
nova2001_state pkunwar_map
nova2001_state pkunwar_io
nova2001_state raiders5_cpu1_map
nova2001_state raiders5_cpu2_map
nova2001_state raiders5_io
altos2_state mem_map
altos2_state io_map
cps3_state cps3_map
cps3_state decrypted_opcodes_map
goindol_state goindol_map
goindol_state sound_map
konamim2_state m2_main
konamim2_state m2_main_m
konamim2_state m2_main_s
konamim2_state _3do_m2_main
konamim2_state _3do_m2_main_m
konamim2_state _3do_m2_main_s
speedatk_state speedatk_mem
speedatk_state speedatk_io
flicker_state flicker_rom
flicker_state flicker_memory
flicker_state flicker_status
flicker_state flicker_rom_ports
flicker_state flicker_ram_ports
att630_state mem_map
vixen_state vixen_mem
vixen_state bios_mem
vixen_state vixen_io
dfruit_state tc0091lvc_map
dfruit_state dfruit_map
spacefb_state spacefb_main_map
spacefb_state spacefb_audio_map
spacefb_state spacefb_main_io_map
gts3a_state gts3a_map
gts3a_state gts3a_dmd_map
decocass_state decocass_map
decocass_state decocass_sound_map
itgambl3_state itgambl3_map
pipeline_state cpu0_mem
pipeline_state cpu1_mem
pipeline_state sound_port
ip22_state ip225015_map
jeutel_state jeutel_map
jeutel_state jeutel_cpu2
jeutel_state jeutel_cpu3
jeutel_state jeutel_cpu3_io
dc_cons_state dc_map
dc_cons_state dc_port
dc_cons_state dc_audio_map
pimps_state mem_map
pimps_state io_map
scotrsht_state scotrsht_map
scotrsht_state scotrsht_sound_map
scotrsht_state scotrsht_sound_port
cardline_state mem_prg
cardline_state mem_io
hpz80unk_state hpz80unk_mem
hpz80unk_state hpz80unk_io
namconb1_state namconb1_am
namconb1_state namconb2_am
namconb1_state namcoc75_am
namconb1_state namcoc75_io
murogmbl_state murogmbl_map
slotunbl_state slotunbl_map
taitob_state rastsag2_map
taitob_state crimec_map
taitob_state tetrist_map
taitob_state tetrista_map
taitob_state hitice_map
taitob_state rambo3_map
taitob_state pbobble_map
taitob_state spacedx_map
taitob_state spacedxo_map
taitob_state qzshowby_map
taitob_state viofight_map
taitob_state masterw_map
taitob_state silentd_map
taitob_state selfeena_map
taitob_state sbm_map
taitob_state realpunc_map
taitob_state realpunc_hd63484_map
taitob_state masterw_sound_map
taitob_state sound_map
taitob_state viofight_sound_map
tiki100_state tiki100_mem
tiki100_state tiki100_io
play_3_state play_3_map
play_3_state play_3_io
play_3_state megaaton_io
play_3_state sklflite_io
play_3_state play_3_audio_map
play_3_state play_3_audio_io
mugsmash_state mugsmash_map
mugsmash_state mugsmash_sound_map
pasha2_state pasha2_map
pasha2_state pasha2_io
wangpc_state wangpc_mem
wangpc_state wangpc_io
tk80_state tk80_mem
tk80_state tk85_mem
tk80_state ics8080_mem
tk80_state tk80_io
tk80_state mikrolab_io
tk80_state nd80z_io
gba_state gba_map
bullet_state bullet_mem
bullet_state bullet_io
bulletf_state bulletf_mem
bulletf_state bulletf_io
galgames_state galgames_map
galgames_state blitter_map
prophet600_state cpu_map
prophet600_state io_map
chihiro_state chihiro_map
chihiro_state chihiro_map_io
sigmab98_state dodghero_mem_map
sigmab98_state dodghero_io_map
sigmab98_state gegege_mem_map
sigmab98_state gegege_io_map
sigmab98_state dashhero_io_map
lufykzku_state lufykzku_mem_map
lufykzku_state lufykzku_io_map
sigmab98_state animalc_map
sigmab98_state animalc_io
sigmab98_state gocowboy_map
sigmab98_state gocowboy_io
sigmab98_state haekaka_map
sigmab98_state haekaka_io
sigmab98_state itazuram_map
sigmab98_state itazuram_io
sigmab98_state pyenaget_io
sigmab98_state tdoboon_map
sigmab98_state tdoboon_io
namcops2_state ps2_map
gottlieb_state reactor_map
gottlieb_state gottlieb_map
cclimber_state cclimber_map
cclimber_state decrypted_opcodes_map
cclimber_state cannonb_map
cclimber_state swimmer_map
cclimber_state guzzler_map
cclimber_state yamato_map
cclimber_state yamato_decrypted_opcodes_map
cclimber_state toprollr_map
cclimber_state bagmanf_map
cclimber_state toprollr_decrypted_opcodes_map
cclimber_state cclimber_portmap
cclimber_state yamato_portmap
cclimber_state swimmer_audio_map
cclimber_state yamato_audio_map
cclimber_state swimmer_audio_portmap
cclimber_state yamato_audio_portmap
pengadvb_state program_mem
pengadvb_state bank_mem
pengadvb_state io_mem
speeddrv_state speeddrv_map
speeddrv_state speeddrv_io
dragrace_state dragrace_map
cave_state dfeveron_map
cave_state ddonpach_map
cave_state donpachi_map
cave_state esprade_map
cave_state gaia_map
cave_state guwange_map
cave_state hotdogst_map
cave_state korokoro_map
cave_state crusherm_map
cave_state mazinger_map
cave_state metmqstr_map
cave_state ppsatan_map
cave_state pwrinst2_map
cave_state sailormn_map
cave_state tekkencw_map
cave_state tekkenbs_map
cave_state tjumpman_map
cave_state pacslot_map
cave_state paceight_map
cave_state uopoko_map
cave_state oki_map
cave_state oki2_map
cave_state hotdogst_sound_map
cave_state hotdogst_sound_portmap
cave_state mazinger_sound_map
cave_state mazinger_sound_portmap
cave_state metmqstr_sound_map
cave_state metmqstr_sound_portmap
cave_state pwrinst2_sound_map
cave_state pwrinst2_sound_portmap
cave_state sailormn_sound_map
cave_state sailormn_sound_portmap
astrocde_state seawolf2_map
astrocde_state ebases_map
astrocde_state spacezap_map
astrocde_state wow_map
astrocde_state robby_map
astrocde_state demndrgn_map
astrocde_state profpac_map
astrocde_state bank4000_map
astrocde_state profpac_bank4000_map
astrocde_state tenpin_sub_map
astrocde_state port_map
astrocde_state port_map_mono_pattern
astrocde_state port_map_stereo_pattern
astrocde_state port_map_16col_pattern
astrocde_state port_map_16col_pattern_nosound
astrocde_state port_map_16col_pattern_tenpindx
astrocde_state tenpin_sub_io_map
notetaker_state notetaker_iocpu_mem
notetaker_state notetaker_iocpu_io
shangha3_state shangha3_map
shangha3_state heberpop_map
shangha3_state blocken_map
shangha3_state heberpop_sound_map
shangha3_state heberpop_sound_io_map
artmagic_state main_map
artmagic_state stonebal_map
artmagic_state shtstar_map
artmagic_state tms_map
artmagic_state stonebal_tms_map
artmagic_state shtstar_subcpu_map
artmagic_state shtstar_guncpu_map
artmagic_state shtstar_guncpu_io_map
k3_state k3_base_map
k3_state k3_map
k3_state flagrall_map
z80ne_state z80ne_mem
z80ne_state z80net_mem
z80ne_state z80netb_mem
z80ne_state z80ne_io
z80ne_state z80net_io
z80ne_state z80netf_mem
z80ne_state z80netf_io
destiny_state main_map
cv1k_state cv1k_map
cv1k_state cv1k_d_map
cv1k_state cv1k_port
meyc8088_state meyc8088_map
nes_state nes_map
thedealr_state thedealr
thedealr_state thedealr_sub
squale_state squale_mem
squale_state squale_io
datum_state datum_mem
ql_state ql_mem
ql_state ipc_io
seattle_state seattle_cs0_map
seattle_state seattle_cs1_map
seattle_state seattle_cs2_map
seattle_state seattle_cs3_map
seattle_state seattle_flagstaff_cs3_map
hec2hrp_state hecdisc2_mem
hec2hrp_state hecdisc2_io
hec2hrp_state hec2hrp_mem
hec2hrp_state hec2hrx_mem
hec2hrp_state hec2hrp_io
hec2hrp_state hec2hrx_io
hec2hrp_state hec2mdhrx_io
hec2hrp_state hec2mx40_io
hec2hrp_state hec2mx80_io
ngen_state ngen_mem
ngen_state ngen_io
ngen_state ngen386_mem
ngen_state ngen386i_mem
ngen_state ngen386_io
kongambl_state kongambl_map
kongambl_state kongamaud_map
freekick_state omega_map
freekick_state pbillrd_map
freekick_state decrypted_opcodes_map
freekick_state freekick_map
freekick_state gigas_map
freekick_state omega_io_map
freekick_state gigas_io_map
freekick_state oigas_io_map
freekick_state freekick_io_map
amstrad_state amstrad_mem
amstrad_state amstrad_io
pulsar_state pulsar_mem
pulsar_state pulsar_io
sb2m600_state osi600_mem
uk101_state uk101_mem
c1p_state c1p_mem
c1pmf_state c1pmf_mem
crimfght_state crimfght_map
crimfght_state bank0000_map
crimfght_state crimfght_sound_map
fastinvaders_state fastinvaders_map
fastinvaders_state fastinvaders_io_base
fastinvaders_state fastinvaders_6845_io
fastinvaders_state fastinvaders_8275_io
seabattl_state seabattl_map
seabattl_state seabattl_data_map
battlnts_state battlnts_map
battlnts_state battlnts_sound_map
sc55_state sc55_map
sc55_state sc55_io
supercrd_state supercrd_map
mephisto_state rebel5_mem
mephisto_state mephisto_mem
mephisto_state mm2_mem
vc4000_state vc4000_mem
vc4000_state elektor_mem
galeb_state galeb_mem
pachifev_state pachifev_map
pachifev_state pachifev_cru
lkage_state lkage_map
lkage_state lkage_map_mcu
lkage_state lkage_map_boot
lkage_state lkage_io_map
lkage_state lkage_sound_map
maygay1b_state m1_memmap
maygay1b_state m1_nec_memmap
maygay1b_state maygay_mcu_io
mpu4vid_state mpu4_vram
mpu4vid_state mpu4_68k_map
mpu4vid_state mpu4oki_68k_map
mpu4vid_state bwbvid_68k_map
mpu4vid_state bwbvid5_68k_map
mpu4_state mpu4_6809_map
cidelsa_state destryer_map
cidelsa_state destryera_map
cidelsa_state destryer_io_map
cidelsa_state altair_map
cidelsa_state altair_io_map
draco_state draco_map
draco_state draco_io_map
draco_state draco_sound_map
selz80_state dagz80_mem
selz80_state selz80_mem
selz80_state selz80_io
pc8401a_state pc8401a_mem
pc8401a_state pc8401a_io
pc8401a_state pc8500_io
s4_state s4_main_map
s4_state s4_audio_map
mystston_state main_map
arabian_state main_map
arabian_state main_io_map
thedeep_state main_map
thedeep_state audio_map
thedeep_state mcu_io_map
nbmj8991_state pstadium_map
nbmj8991_state triplew1_map
nbmj8991_state triplew2_map
nbmj8991_state mjlstory_map
nbmj8991_state galkoku_map
nbmj8991_state galkaika_map
nbmj8991_state tokyogal_map
nbmj8991_state av2mj1bb_map
nbmj8991_state av2mj2rg_map
nbmj8991_state galkoku_io_map
nbmj8991_state hyouban_io_map
nbmj8991_state pstadium_io_map
nbmj8991_state av2mj1bb_io_map
nbmj8991_state nbmj8991_sound_map
nbmj8991_state nbmj8991_sound_io_map
avigo_state avigo_banked_map
avigo_state avigo_mem
avigo_state avigo_io
cham24_state cham24_map
votrpss_state votrpss_mem
votrpss_state votrpss_io
mc8030_state mem_map
mc8030_state io_map
tx1_state tx1_main
tx1_state tx1_math
tx1_state tx1_sound_prg
tx1_state tx1_sound_io
tx1_state buggyboy_main
tx1_state buggybjr_main
tx1_state buggyboy_math
tx1_state buggyboy_sound_prg
tx1_state buggybjr_sound_prg
tx1_state buggyboy_sound_io
cultures_state oki_map
cultures_state vrambank_map
cultures_state cultures_map
cultures_state cultures_io_map
tbowl_state _6206B_map
tbowl_state _6206C_map
tbowl_state _6206A_map
konami_pc_state konami_pc_map
dynadice_state dynadice_map
dynadice_state dynadice_io_map
dynadice_state dynadice_sound_map
dynadice_state dynadice_sound_io_map
unixpc_state unixpc_mem
unixpc_state ramrombank_map
tourtabl_state main_map
abc80_state abc80_mem
abc80_state abc80_io
st_mp100_state st_mp100_map
whitestar_mod_state whitestar_mod_map
dblcrown_state dblcrown_map
dblcrown_state dblcrown_io
balsente_state cpu1_map
balsente_state cpu2_map
balsente_state cpu2_io_map
balsente_state shrike68k_map
vax11_state vax11_mem
cabaret_state cabaret_map
cabaret_state cabaret_portmap
funkball_state funkball_map
funkball_state flashbank_map
funkball_state funkball_io
basic52_state basic52_mem
basic52_state basic52_io
hp2620_state mem_map
hp2620_state io_map
castle_state V1rvE_mastermap
castle_state V1rvE_slavemap
castle_state V2rvA_map
toaplan2_state tekipaki_68k_mem
toaplan2_state ghox_68k_mem
toaplan2_state dogyuun_68k_mem
toaplan2_state kbash_68k_mem
toaplan2_state kbash2_68k_mem
toaplan2_state truxton2_68k_mem
toaplan2_state pipibibs_68k_mem
toaplan2_state pipibibi_bootleg_68k_mem
toaplan2_state fixeight_68k_mem
toaplan2_state fixeightbl_68k_mem
toaplan2_state vfive_68k_mem
toaplan2_state batsugun_68k_mem
toaplan2_state pwrkick_68k_mem
toaplan2_state othldrby_68k_mem
toaplan2_state enmadaio_68k_mem
toaplan2_state snowbro2_68k_mem
toaplan2_state mahoudai_68k_mem
toaplan2_state shippumd_68k_mem
toaplan2_state bgaregga_68k_mem
toaplan2_state batrider_68k_mem
toaplan2_state bbakraid_68k_mem
toaplan2_state pipibibs_sound_z80_mem
toaplan2_state raizing_sound_z80_mem
toaplan2_state bgaregga_sound_z80_mem
toaplan2_state batrider_sound_z80_mem
toaplan2_state batrider_sound_z80_port
toaplan2_state bbakraid_sound_z80_mem
toaplan2_state bbakraid_sound_z80_port
toaplan2_state v25_mem
toaplan2_state kbash_v25_mem
toaplan2_state fixeight_v25_mem
toaplan2_state vfive_v25_mem
toaplan2_state fixeightbl_oki
toaplan2_state enmadaio_oki
toaplan2_state hd647180_mem_map
toaplan2_state hd647180_io_map
toaplan2_state ghox_hd647180_mem_map
dec0_state dec0_map
dec0_state robocop_sub_map
dec0_state hippodrm_sub_map
dec0_state slyspy_protection_map
dec0_state slyspy_map
dec0_state midres_map
dec0_state midresb_map
dec0_state dec0_s_map
dec0_state slyspy_s_map
dec0_state slyspy_sound_protection_map
dec0_state midres_s_map
dec0_automat_state automat_map
dec0_automat_state secretab_map
dec0_automat_state automat_s_map
dec0_automat_state secretab_s_map
dec0_state mcu_io_map
daruma_state mem_prg
daruma_state mem_io
speech_sound_device speech_map
speech_sound_device speech_portmap
usb_sound_device usb_map
usb_sound_device usb_portmap
